Date,VOO_contributed,VOO_dca_value,VOO_lump_sum_value,VTI_contributed,VTI_dca_value,VTI_lump_sum_value,VT_contributed,VT_dca_value,VT_lump_sum_value,EWJ_contributed,EWJ_dca_value,EWJ_lump_sum_value,BND_contributed,BND_dca_value,BND_lump_sum_value,BIL_contributed,BIL_dca_value,BIL_lump_sum_value
2010-09-23,10000.0,10195.418871695656,1967715.8422372616,10000.0,10203.7185106656,1969317.6725584606,10000.0,10214.547481399271,1971407.6639100595,10000.0,10010.275783936047,1931983.2262996573,10000.0,10067.155898548548,1942961.0884198698,10000.0,10000.0,1930000.0
2010-09-24,10000.0,10403.612531809504,2007897.218639234,10000.0,10420.424322120803,2011141.894169315,10000.0,10457.091940772742,2018218.744569139,10000.0,10143.88262214391,1957769.3460737749,10000.0,10043.960167959105,1938484.3124161072,10000.0,10002.185939242767,1930421.886273854
2010-09-27,10000.0,10353.996005404242,1998321.2290430188,10000.0,10375.908816173665,2002550.4015215177,10000.0,10417.443340369358,2010566.5646912858,10000.0,10195.269413474784,1967686.9968006331,10000.0,10086.695739762727,1946732.2777742064,10000.0,10002.185939242767,1930421.886273854
2010-09-28,10000.0,10421.477040671974,2011345.0688496912,10000.0,10434.669784429037,2013891.2683948043,10000.0,10482.743010224089,2023169.400973249,10000.0,10236.37845295695,1975621.0414206912,10000.0,10108.672840560417,1950973.8582281603,10000.0,10000.0,1930000.0
2010-09-29,10000.0,10371.854515774734,2001767.921544524,10000.0,10416.862509753433,2010454.4643824124,10000.0,10473.416219546383,2021369.3303724518,10000.0,10287.766556229593,1985538.9453523117,10000.0,10097.68056118424,1948852.3483085583,10000.0,10000.0,1930000.0
2010-09-30,10000.0,10355.97850700334,1998703.8518516447,10000.0,10393.71609084927,2005987.2055339091,10000.0,10445.428183232767,2015967.6393639238,10000.0,10164.43681389955,1961736.3050826131,10000.0,10092.803058835358,1947910.9903552239,10000.0,10000.0,1930000.0
2010-10-01,20000.0,20391.70452548229,2005598.9734180828,20000.0,20440.01518372196,2014922.9304583387,20000.0,20531.712014404762,2032620.418780119,20000.0,20184.99494148051,1965704.0237057381,20000.0,20084.59930870727,1946327.6665805026,20000.0,20000.0,1930000.0
2010-10-04,20000.0,20220.34017414484,1988744.6605923271,20000.0,20258.723296257052,1997051.6530705397,20000.0,20345.317841201846,2014167.5687631266,20000.0,19797.993786227646,1928016.1406884375,20000.0,20135.786905674824,1951288.07602818,20000.0,20004.371878485534,1930421.886273854
2010-10-05,20000.0,20664.318037352386,2032411.512745696,20000.0,20680.560870333313,2038635.2915020841,20000.0,20822.692521241752,2061427.2186830638,20000.0,20429.406528796433,1989505.9043611502,20000.0,20140.664744118367,1951760.7701441967,20000.0,20000.0,1930000.0
2010-10-06,20000.0,20629.272212827003,2028964.6272926987,20000.0,20659.63685610817,2036572.6572192558,20000.0,20868.156124270234,2065928.0731545358,20000.0,20653.46229241515,2011325.4449335728,20000.0,20187.00272399756,1956251.2203078317,20000.0,20000.0,1930000.0
2010-10-07,20000.0,20617.585693755253,2027815.215254885,20000.0,20631.74983380476,2033823.6279158876,20000.0,20818.14653447931,2060977.17021607,20000.0,20734.934988232224,2019259.6161560118,20000.0,20221.150563771345,1959560.3669969994,20000.0,20000.0,1930000.0
2010-10-08,20000.0,20773.371289351773,2043137.300282709,20000.0,20771.202440316974,2047570.4990433326,20000.0,20940.89938327744,2073129.5882295049,20000.0,20836.77520799004,2029177.2668828708,20000.0,20196.753944881202,1957196.1767242902,20000.0,20000.0,1930000.0
2010-10-11,20000.0,20738.319579387877,2039689.835975236,20000.0,20802.584962655652,2050664.1055454542,20000.0,20922.717926497062,2071329.6408958856,20000.0,20796.03365997326,2025209.6748621261,20000.0,20189.45204056072,1956488.5749355152,20000.0,20000.0,1930000.0
2010-10-12,20000.0,20859.043655956313,2051563.491938127,20000.0,20875.79626894993,2057881.0835415674,20000.0,20950.00131787986,2074030.6713009167,20000.0,20612.723344452497,2007358.1061175913,20000.0,20169.939201452056,1954597.6545329224,20000.0,20000.0,1930000.0
2010-10-13,20000.0,20983.669778258125,2063820.9284185956,20000.0,21039.645646228833,2074032.9241568083,20000.0,21177.323068426365,2096535.3134598117,20000.0,20673.827216301772,2013308.6712332298,20000.0,20201.64218066613,1957669.878409982,20000.0,20000.0,1930000.0
2010-10-14,20000.0,20905.781884991957,2056160.3682834136,20000.0,20983.871601622013,2068534.865550072,20000.0,21186.407571143092,2097434.670790731,20000.0,20816.407684049296,2027193.787378451,20000.0,20123.599736238375,1950107.0604307626,20000.0,20004.371878485534,1930421.886273854
2010-10-15,20000.0,20944.72583162504,2059990.6483510046,20000.0,21001.29836631237,2070252.7501730865,20000.0,21168.221133823943,2095634.2303884,20000.0,20653.46229241515,2011325.4449335728,20000.0,20077.273639035047,1945617.7617753274,20000.0,20000.0,1930000.0
2010-10-18,20000.0,21096.603496049676,2074928.3740067747,20000.0,21116.341955561275,2081593.4445853124,20000.0,21218.228233345486,2100584.88679251,20000.0,20796.03365997326,2025209.6748621261,20000.0,20152.878649575516,1952944.3766350634,20000.0,20004.371878485534,1930421.886273854
2010-10-19,20000.0,20761.68084665435,2041987.5023419114,20000.0,20809.549720233437,2051350.6730270544,20000.0,20768.130719014924,2056025.650941714,20000.0,20612.723344452497,2007358.1061175913,20000.0,20182.123400219534,1955778.3822532897,20000.0,20000.0,1930000.0
2010-10-20,20000.0,20983.669778258125,2063820.9284185956,20000.0,21018.730379501274,2071971.1521792824,20000.0,21113.65684132773,2090232.4161126937,20000.0,20775.67263616782,2023226.8283696126,20000.0,20174.811098557668,1955069.7728948395,20000.0,20000.0,1930000.0
2010-10-21,20000.0,21014.829251552834,2066885.576965951,20000.0,21053.596155378604,2075408.1286527342,20000.0,21086.395862369394,2087533.6045168673,20000.0,20510.880524640565,1997440.2021859705,20000.0,20157.72975199836,1953414.4798576306,20000.0,20000.0,1930000.0
2010-10-22,20000.0,21065.45579363199,2071864.8831683716,20000.0,21116.341955561275,2081593.4445853124,20000.0,21131.850749455032,2092033.5961180932,20000.0,20673.827216301772,2013308.6712332298,20000.0,20145.552979903296,1952234.4718298882,20000.0,20004.371878485534,1930421.886273854
2010-10-25,20000.0,21127.76689297006,2077993.408457114,20000.0,21186.071757816415,2088467.225071156,20000.0,21227.33016794791,2101485.9698639214,20000.0,20694.193440215447,2015292.024135268,20000.0,20157.72975199836,1953414.4798576306,20000.0,20000.0,1930000.0
2010-10-26,20000.0,21123.878579926546,2077610.97859998,20000.0,21182.581506279697,2088123.1652555838,20000.0,21140.95019378807,2092934.4326551491,20000.0,20490.510400645708,1995456.469476789,20000.0,20101.65688991484,1947980.6566013116,20000.0,20004.371878485534,1930421.886273854
2010-10-27,20000.0,21057.66739666794,2071098.8657451519,20000.0,21140.743974826513,2083998.9314562897,20000.0,20977.264787107582,2076729.7294310993,20000.0,20429.406528796433,1989505.9043611502,20000.0,20060.20120448264,1943963.3323692684,20000.0,20004.371878485534,1930421.886273854
2010-10-28,20000.0,21073.24419059604,2072630.9005915914,20000.0,21140.743974826513,2083998.9314562897,20000.0,21113.65684132773,2090232.4161126937,20000.0,20490.510400645708,1995456.469476789,20000.0,20128.470148009503,1950579.0348541546,20000.0,20000.0,1930000.0
2010-10-29,20000.0,21088.822946336975,2074163.128389523,20000.0,21168.639744627508,2086748.82306496,20000.0,21136.40545216032,2092484.5074553334,20000.0,20409.040304882754,1987522.551459112,20000.0,20165.05542167058,1954124.384662806,20000.0,20004.371878485534,1930421.886273854
2010-11-01,30000.0,31100.505541783048,2075312.1545243526,30000.0,31172.124747665675,2087092.365497351,30000.0,31122.75379539138,2091133.0061153935,30000.0,30205.35726531301,1967686.9968006331,30000.0,30164.57714396691,1954078.0364577638,30000.0,30004.371878485537,1930421.886273854
2010-11-02,30000.0,31341.592221528,2091399.6781209204,30000.0,31418.512391291883,2103588.955772406,30000.0,31497.891228702483,2116338.4321449636,30000.0,30418.491747625372,1981571.3533315677,30000.0,30215.777314323837,1957394.8118887553,30000.0,29991.28220264249,1929579.7224440635
2010-11-03,30000.0,31473.62083644302,2100209.843245408,30000.0,31546.83209817844,2112180.4484202033,30000.0,31665.358120923178,2127590.506690055,30000.0,30509.84675779285,1987522.551459112,30000.0,30248.699803764383,1959527.5490133052,30000.0,29997.814538485844,1930000.0
2010-11-04,30000.0,32064.8609354419,2139662.8277651,30000.0,32162.78317649245,2153420.7168804174,30000.0,32335.25504356986,2172600.7771452693,30000.0,31210.17297918331,2033144.3524940899,30000.0,30343.7921828281,1965687.6860666464,30000.0,29997.814538485844,1930000.0
2010-11-05,30000.0,32191.149804395325,2148089.984177978,30000.0,32306.501145172522,2163043.181747508,30000.0,32328.551377741172,2172150.358876741,30000.0,31484.218575344014,2050996.6808529117,30000.0,30215.777314323837,1957394.8118887553,30000.0,29997.814538485844,1930000.0
2010-11-08,30000.0,32150.95134174643,2145407.5725362645,30000.0,32265.432244865413,2160293.4625998978,30000.0,32221.369778112356,2164948.843801772,30000.0,31484.218575344014,2050996.6808529117,30000.0,30223.085275973965,1957868.225697397,30000.0,29997.814538485844,1930000.0
2010-11-09,30000.0,31898.393844757324,2128554.6103709526,30000.0,32013.91356452246,2143453.3298924523,30000.0,31933.31762382595,2145594.6641790117,30000.0,31271.08020616331,2037112.071117215,30000.0,30069.458101619588,1947916.172142123,30000.0,29997.814538485844,1930000.0
2010-11-10,30000.0,32018.931401510446,2136597.9862662526,30000.0,32152.52883052389,2152734.1493988167,30000.0,32006.999240413752,2150545.320583122,30000.0,31636.459434715583,2060914.204977389,30000.0,30058.488382353342,1947205.547644323,30000.0,29997.814538485844,1930000.0
2010-11-11,30000.0,31915.61597420178,2129703.8294572746,30000.0,32065.244538263058,2146890.1339048436,30000.0,31866.32866540538,2141093.6864403617,30000.0,31453.76690528819,2049012.9481437304,30000.0,30069.458101619588,1947916.172142123,30000.0,29991.28220264249,1929579.7224440635
2010-11-12,30000.0,31519.544587255117,2103274.2988412715,30000.0,31659.761270736413,2119741.4862318886,30000.0,31444.305932718802,2112738.044409013,30000.0,31210.17297918331,2033144.3524940899,30000.0,29934.12193982339,1939149.0205244403,30000.0,30004.371878485537,1930421.886273854
2010-11-15,30000.0,31490.845857447155,2101359.255283222,30000.0,31613.553606247628,2116647.707268707,30000.0,31417.50594628599,2110937.3574723257,30000.0,31210.17297918331,2033144.3524940899,30000.0,29791.500035780078,1929909.8944833658,30000.0,30004.371878485537,1930421.886273854
2010-11-16,30000.0,30985.696164752804,2067651.0155346948,30000.0,31110.529124669953,2082968.3041591176,30000.0,30781.105337459838,2068177.6991536147,30000.0,30662.089560598593,1997440.2021859705,30000.0,29890.24972857931,1936306.9543488154,30000.0,30004.371878485537,1930421.886273854
2010-11-17,30000.0,31008.660931718532,2069183.4362841183,30000.0,31161.865250053834,2086405.4530936298,30000.0,30868.216301027936,2074030.6713009167,30000.0,31118.827686186698,2027193.787378451,30000.0,29897.555468289138,1936780.2242189322,30000.0,30004.371878485537,1930421.886273854
2010-11-18,30000.0,31467.883982041105,2099827.02748529,30000.0,31598.163071919043,2115617.252432595,30000.0,31497.891228702483,2116338.4321449636,30000.0,31910.505030876287,2078766.5333362108,30000.0,29897.555468289138,1936780.2242189322,30000.0,29997.814538485844,1930000.0
2010-11-19,30000.0,31542.512245780523,2104806.912542187,30000.0,31726.48020298395,2124208.5726193315,30000.0,31497.891228702483,2116338.4321449636,30000.0,31940.93337972204,2080748.7468168193,30000.0,29904.878983521372,1937254.6455972488,30000.0,29997.814538485844,1930000.0
2010-11-22,30000.0,31513.79327505481,2102890.5183236934,30000.0,31731.606088057408,2124551.7701296015,30000.0,31384.005963244977,2108686.4988014665,30000.0,31849.60169076464,2074799.0679178482,30000.0,29992.67006675586,1942941.800657523,30000.0,29997.814538485844,1930000.0
2010-11-23,30000.0,31071.801028855727,2073396.725063319,30000.0,31279.917731863614,2094309.5159545245,30000.0,30640.45494316414,2058727.4209498127,30000.0,31240.624649239136,2035128.0852032711,30000.0,29999.97136258509,1943414.78265059,30000.0,29997.814538485844,1930000.0
2010-11-24,30000.0,31473.62083644302,2100209.843245408,30000.0,31782.93448597636,2127988.401680933,30000.0,31116.06113722415,2090683.3274499339,30000.0,31788.706124389675,2070832.1089090095,30000.0,29857.31835137756,1934173.6414701657,30000.0,30004.371878485537,1930421.886273854
2010-11-26,30000.0,31295.668470715904,2088335.2225250574,30000.0,31567.35882086706,2113554.7906108266,30000.0,30767.712682684403,2067277.8487539832,30000.0,31271.08020616331,2037112.071117215,30000.0,29926.798424591158,1938674.599146124,30000.0,30004.371878485537,1930421.886273854
2010-11-29,30000.0,31266.96974090794,2086420.178967008,30000.0,31521.161459664854,2110461.7014918863,30000.0,30600.243955853468,2056025.650941714,30000.0,31423.31523523236,2047029.215434549,30000.0,29948.77119222817,1940098.0072195986,30000.0,30004.371878485537,1930421.886273854
2010-11-30,30000.0,31048.844936569036,2071864.8831683716,30000.0,31326.11251724418,2097402.432612404,30000.0,30318.884459734283,2037121.1499844128,30000.0,31271.08020616331,2037112.071117215,30000.0,29959.73202373321,1940808.0559632985,30000.0,30004.371878485537,1930421.886273854
2010-12-01,40000.0,41749.15755819624,2118596.190917603,40000.0,41998.52303019387,2142422.8750563404,40000.0,41095.9464705176,2089331.826109994,40000.0,41910.50503087629,2078766.5333362108,40000.0,39776.38639785239,1928930.8246364882,40000.0,39997.81453848584,1930000.0
2010-12-02,40000.0,42292.61430792022,2146174.361765452,40000.0,42537.47713131109,2169915.9274669886,40000.0,41848.47255062721,2127590.506690055,40000.0,42310.411799627516,2098601.9613923086,40000.0,39742.05084848893,1927265.743779581,40000.0,39997.81453848584,1930000.0
2010-12-03,40000.0,42398.29955054993,2151537.448485451,40000.0,42672.2325606057,2176790.0528749526,40000.0,42052.09480153826,2137942.7308355146,40000.0,42550.35586087825,2110503.218225967,40000.0,39805.73248849525,1930353.944832913,40000.0,40006.5578177283,1930421.886273854
2010-12-06,40000.0,42345.45122576813,2148855.6156982137,40000.0,42658.75329879287,2176102.45062699,40000.0,41936.999325713114,2132091.2378943493,40000.0,42750.3028641023,2120420.6157480637,40000.0,39938.008055350576,1936768.5651984091,40000.0,39997.81453848584,1930000.0
2010-12-07,40000.0,42360.55780856963,2149622.2119759093,40000.0,42705.90873991787,2178507.937497967,40000.0,41892.745636546046,2129841.3653609143,40000.0,42230.435550798524,2094635.1289858513,40000.0,39648.96672300593,1922751.6876978502,40000.0,39997.81453848584,1930000.0
2010-12-08,40000.0,42534.159935669624,2158431.7982459213,40000.0,42827.18490739966,2184694.4606579687,40000.0,41963.57772482825,2133442.492699933,40000.0,42350.40375273295,2100585.567499109,40000.0,39443.232432845245,1912774.7327777555,40000.0,39997.81453848584,1930000.0
2010-12-09,40000.0,42692.67068921332,2166475.560044205,40000.0,42982.12711178442,2192598.351057803,40000.0,42078.65380390162,2139292.9995036745,40000.0,42430.39276386508,2104553.0329174716,40000.0,39477.52345997146,1914437.654556788,40000.0,40006.5578177283,1930421.886273854
2010-12-10,40000.0,42949.31909745292,2179499.3998508775,40000.0,43258.348864454034,2206688.937078699,40000.0,42255.72190163726,2148295.201515331,40000.0,42310.411799627516,2098601.9613923086,40000.0,39350.115657721595,1908259.09337225,40000.0,40006.5578177283,1930421.886273854
2010-12-13,40000.0,42971.96186125432,2180648.4259857074,40000.0,43271.81460305461,2207375.8494824204,40000.0,42530.17624083052,2162248.55299981,40000.0,42870.27617095798,2126371.3074660837,40000.0,39453.00357984598,1913248.578401972,40000.0,40006.5578177283,1930421.886273854
2010-12-14,40000.0,42994.589415810515,2181796.680314569,40000.0,43285.29724567051,2208063.6241914434,40000.0,42583.289396369284,2164948.843801772,40000.0,43030.249088300974,2134305.9850980467,40000.0,39203.165561470254,1901132.8409392787,40000.0,40006.5578177283,1930421.886273854
2010-12-15,40000.0,42805.89591515422,2172221.2695728294,40000.0,43096.66195795826,2198440.9868632928,40000.0,42176.04004535924,2144244.1489764964,40000.0,42750.3028641023,2120420.6157480637,40000.0,39080.673014212254,1895192.6419520988,40000.0,39997.81453848584,1930000.0
2010-12-16,40000.0,43054.98913083741,2184861.7147649084,40000.0,43352.65636590096,2211499.738359593,40000.0,42415.07591581742,2156396.8135242877,40000.0,42990.24692535303,2132321.872581722,40000.0,39168.868598045745,1899469.6312831964,40000.0,39997.81453848584,1930000.0
2010-12-17,40000.0,43115.373636619115,2187925.9774092794,40000.0,43433.50827115651,2215624.1446199478,40000.0,42291.15006874822,2150096.38152073,40000.0,42870.27617095798,2126371.3074660837,40000.0,39408.91469237668,1911110.5155519983,40000.0,40006.5578177283,1930421.886273854
2010-12-20,40000.0,43205.956098758616,2192522.660803074,40000.0,43548.04649813342,2221466.952886498,40000.0,42344.258375099045,2152796.425788337,40000.0,42910.26812406341,2128354.9135728837,40000.0,39433.40785915982,1912298.2962600896,40000.0,40006.5578177283,1930421.886273854
2010-12-21,40000.0,43470.15209493202,2205929.5093213567,40000.0,43810.785608187136,2234869.7641983707,40000.0,42707.23464019026,2171250.2619427536,40000.0,43163.94697594859,2140937.4178191475,40000.0,39477.52345997146,1914437.654556788,40000.0,40006.5578177283,1930421.886273854
2010-12-22,40000.0,43628.65524385311,2213972.8852166566,40000.0,43977.39158313981,2243368.645256713,40000.0,42822.751995366445,2177123.2033728966,40000.0,43324.99703167622,2148925.5216559274,40000.0,39433.40785915982,1912298.2962600896,40000.0,39997.81453848584,1930000.0
2010-12-23,40000.0,43560.715545515006,2210525.2279576915,40000.0,43916.43232310792,2240258.999875971,40000.0,42741.51354975875,2172993.013305766,40000.0,43284.73451774431,2146928.4956967323,40000.0,39389.33084428711,1910160.809164215,40000.0,39997.81453848584,1930000.0
2010-12-27,40000.0,43593.31656261546,2212179.594050056,40000.0,43943.519317249986,2241640.7578921933,40000.0,42768.591415232,2174369.6611500243,40000.0,43405.53226938255,2152920.079983842,40000.0,39499.35122881819,1915496.178469452,40000.0,39997.81453848584,1930000.0
2010-12-28,40000.0,43638.81882196245,2214488.644554759,40000.0,43984.17347408452,2243714.6021439503,40000.0,42741.51354975875,2172993.013305766,40000.0,43727.64769560158,2168897.047271689,40000.0,39242.78144817099,1903053.9884321156,40000.0,40006.5578177283,1930421.886273854
2010-12-29,40000.0,43676.735470262625,2216412.756832932,40000.0,44051.89095943968,2247168.9971845066,40000.0,43039.3458240248,2188134.9069208265,40000.0,44130.29325460569,2188868.3196826885,40000.0,39474.68887753352,1914300.1932654371,40000.0,39997.81453848584,1930000.0
2010-12-30,40000.0,43608.48398239779,2212949.2775516235,40000.0,43997.7135903525,2244405.308691001,40000.0,43003.25331816567,2186299.951708646,40000.0,43767.915314454745,2170894.3264356465,40000.0,39479.61897327113,1914539.2751554202,40000.0,40006.5578177283,1930421.886273854
2010-12-31,40000.0,43653.98624174478,2215258.3280563266,40000.0,43977.39158313981,2243368.645256713,40000.0,43138.608701216326,2193181.465189445,40000.0,43928.97558002489,2178882.936681951,40000.0,39612.85622045096,1921000.5316030083,40000.0,39997.81453848584,1930000.0
2011-01-03,50000.0,54063.460948132095,2236037.467180751,50000.0,54431.176493489824,2266517.0586328288,50000.0,53526.68921228802,2212911.609705202,50000.0,54331.621139029,2198854.2090929504,50000.0,49563.54635862739,1918609.2808876042,50000.0,50006.5578177283,1930421.886273854
2011-01-04,50000.0,54016.94862117585,2234113.7408055617,50000.0,54323.33876664714,2262026.6900022267,50000.0,53437.9081935633,2209241.2062121294,50000.0,54380.97828668408,2200851.7414616696,50000.0,49569.73001189299,1918848.650654637,50000.0,50006.5578177283,1930421.886273854
2011-01-05,50000.0,54305.3250483046,2246040.8443317353,50000.0,54622.030673719404,2274464.236758833,50000.0,53460.10344824448,2210158.8070853977,50000.0,53986.17741350893,2184873.7613547742,50000.0,49353.30214759668,1910470.7088084861,50000.0,50006.5578177283,1930421.886273854
2011-01-06,50000.0,54212.323720534,2242194.3563388167,50000.0,54497.56811930263,2269281.609431636,50000.0,53082.73641258236,2194557.619964991,50000.0,53986.17741350893,2184873.7613547742,50000.0,49396.62490417973,1912147.736562966,50000.0,50006.5578177283,1930421.886273854
2011-01-07,50000.0,54100.656814011956,2237575.8694264265,50000.0,54373.10970659677,2264099.1545655,50000.0,52905.17437513292,2187216.812978846,50000.0,54183.580978322374,2192862.8780106036,50000.0,49582.078726562315,1919326.6704960777,50000.0,49995.62907697168,1930000.0
2011-01-10,50000.0,54054.14915228408,2235652.336002729,50000.0,54414.6013664466,2265826.8694689595,50000.0,52683.227791581376,2178041.0507805212,50000.0,54183.580978322374,2192862.8780106036,50000.0,49699.55326511937,1923874.1203156027,50000.0,50006.5578177283,1930421.886273854
2011-01-11,50000.0,54230.9286513165,2242963.8468888924,50000.0,54630.33066237373,2274809.848723949,50000.0,53149.34602966693,2197311.4087222195,50000.0,54578.369338594086,2208840.3517079744,50000.0,49600.6371231039,1920045.0676742264,50000.0,50006.5578177283,1930421.886273854
2011-01-12,50000.0,54714.72216485884,2262973.302511749,50000.0,55119.872607964666,2295194.4011454987,50000.0,53959.50860509155,2230805.3198026423,50000.0,55071.82819901391,2228811.1177094495,50000.0,49569.73001189299,1918848.650654637,50000.0,49995.62907697168,1930000.0
2011-01-13,50000.0,54640.279115586934,2259894.375553986,50000.0,55036.91413853046,2291740.0061049433,50000.0,53926.21572306978,2229428.9184927405,50000.0,55022.489820714,2226814.3449550164,50000.0,49724.28415980943,1924831.4554452093,50000.0,49995.62907697168,1930000.0
2011-01-14,50000.0,55031.02931430325,2276055.6066204957,50000.0,55393.69354105029,2306596.31923418,50000.0,54248.058842467406,2242734.6242238404,50000.0,55022.489820714,2226814.3449550164,50000.0,49656.245382025845,1922197.668315223,50000.0,49995.62907697168,1930000.0
2011-01-18,50000.0,55124.07729435764,2279904.0241283337,50000.0,55534.74364764301,2312469.6531084273,50000.0,54414.541142357026,2249617.3703764193,50000.0,55170.54875077581,2232806.43565165,50000.0,49606.81333962475,1920284.1495642094,50000.0,49995.62907697168,1930000.0
2011-01-19,50000.0,54575.14319693466,2257200.3868227527,50000.0,54870.95578255295,2284829.4914132264,50000.0,53937.28949736933,2229886.73279195,50000.0,55071.82819901391,2228811.1177094495,50000.0,49668.62384367419,1922676.8396648634,50000.0,50006.5578177283,1930421.886273854
2011-01-20,50000.0,54510.007278282385,2254506.3980915197,50000.0,54705.01399341906,2277919.6665657517,50000.0,53648.76907629477,2217958.661042533,50000.0,54578.369338594086,2208840.3517079744,50000.0,49483.12540082307,1915496.178469452,50000.0,50006.5578177283,1930421.886273854
2011-01-21,50000.0,54630.9719849673,2259509.437327456,50000.0,54796.28901835123,2281720.363415665,50000.0,53781.92867786133,2223463.7732134294,50000.0,54035.534561164,2186871.2937234933,50000.0,49582.078726562315,1919326.6704960777,50000.0,49995.62907697168,1930000.0
2011-01-24,50000.0,54965.921387021255,2273362.775598215,50000.0,55103.29748092145,2294504.2119816295,50000.0,54137.06467928073,2238145.8802544316,50000.0,54380.97828668408,2200851.7414616696,50000.0,49575.90251004147,1919087.5886060952,50000.0,49995.62907697168,1930000.0
2011-01-25,50000.0,54947.297795325234,2272592.513242171,50000.0,55136.476726984234,2295885.7975367913,50000.0,53981.7217495535,2231723.6602789788,50000.0,54874.44966000737,2220823.0138726695,50000.0,49705.70717140596,1924112.3385744358,50000.0,50006.5578177283,1930421.886273854
2011-01-26,50000.0,55235.72087473779,2284521.5462832646,50000.0,55451.77689478697,2309014.9131457503,50000.0,54314.62671673017,2245486.6872405764,50000.0,54775.74787760064,2216828.4555447544,50000.0,49532.60950043745,1917411.712359815,50000.0,49995.62907697168,1930000.0
2011-01-27,50000.0,55310.14526309617,2287599.7014350593,50000.0,55617.731109053566,2315925.2553764065,50000.0,54481.12690640057,2252370.1729962234,50000.0,54825.098768804,2218825.734708712,50000.0,49631.5107689634,1921240.189247091,50000.0,50006.5578177283,1930421.886273854
2011-01-28,50000.0,54333.27443153378,2247196.8167202766,50000.0,54622.030673719404,2274464.236758833,50000.0,53293.615185094604,2203275.8143984624,50000.0,53887.49440045736,2180879.962641146,50000.0,49736.63287447875,1925309.4752866502,50000.0,49995.62907697168,1930000.0
2011-01-31,50000.0,54751.927361195456,2264512.090660408,50000.0,54978.8514933483,2289322.2744986746,50000.0,53793.03823172244,2223923.0667187753,50000.0,53936.839035209,2182876.988600341,50000.0,49668.62384367419,1922676.8396648634,50000.0,49995.62907697168,1930000.0
2011-02-01,60000.0,65607.85681221484,2299912.9008967145,60000.0,65883.25205348486,2326981.5614999714,60000.0,64836.26887108022,2267052.5265715816,60000.0,65022.489820714,2226814.3449550164,60000.0,59572.54110141122,1918957.468179518,60000.0,59995.62907697168,1930000.0
